"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2012,11,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",1011.00,154.00,63.87,1.00,57.14,0.00,31.99,14.00,0.00,8603.00,3750.00,28.00,2612.00,0.00,2213.00,
2012,11,"US","US Airways Inc.","BOS","Boston, MA: Logan International",1516.00,178.00,46.76,0.10,80.16,2.05,48.93,51.00,1.00,6012.00,1472.00,4.00,2716.00,44.00,1776.00,
2012,11,"VX","Virgin America","BOS","Boston, MA: Logan International",158.00,24.00,5.72,12.15,3.56,0.00,2.57,0.00,0.00,949.00,206.00,294.00,239.00,0.00,210.00,
2012,11,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",526.00,104.00,31.49,4.80,25.63,0.00,42.09,1.00,0.00,5205.00,979.00,265.00,938.00,0.00,3023.00,
2012,12,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",887.00,178.00,97.79,6.25,26.87,0.00,47.08,27.00,3.00,8658.00,5045.00,186.00,745.00,0.00,2682.00,
2012,12,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",62.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,57.00,42.00,0.00,15.00,0.00,0.00,
2012,12,"B6","JetBlue Airways","BOS","Boston, MA: Logan International",2805.00,658.00,186.85,0.70,98.11,0.40,371.93,17.00,4.00,44255.00,13446.00,158.00,4194.00,21.00,26436.00,
2012,12,"DL","Delta Air Lines Inc.","BOS","Boston, MA: Logan International",798.00,96.00,29.55,1.97,27.51,0.00,36.97,2.00,0.00,4980.00,1525.00,208.00,1074.00,0.00,2173.00,
2012,12,"EV","ExpressJet Airlines Inc.","BOS","Boston, MA: Logan International",237.00,41.00,12.17,1.52,7.84,0.00,19.47,5.00,0.00,3196.00,1152.00,164.00,461.00,0.00,1419.00,
2012,12,"FL","AirTran Airways Corporation","BOS","Boston, MA: Logan International",329.00,50.00,10.11,0.00,12.01,0.00,27.88,12.00,0.00,2885.00,471.00,0.00,541.00,0.00,1873.00,
2012,12,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",937.00,144.00,66.02,6.22,24.94,0.00,46.82,3.00,0.00,7861.00,3616.00,429.00,806.00,0.00,3010.00,
2012,12,"US","US Airways Inc.","BOS","Boston, MA: Logan International",1300.00,170.00,43.88,2.44,44.23,0.00,79.45,26.00,0.00,8229.00,2501.00,268.00,1349.00,0.00,4111.00,
2012,12,"VX","Virgin America","BOS","Boston, MA: Logan International",120.00,10.00,4.03,0.06,1.32,0.00,4.60,0.00,0.00,559.00,265.00,6.00,31.00,0.00,257.00,
2012,12,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",549.00,120.00,44.92,0.32,14.39,1.04,59.33,9.00,3.00,6618.00,2352.00,6.00,543.00,39.00,3678.00,
2013,1,"9E","Pinnacle Airlines Inc.","BOS","Boston, MA: Logan International",235.00,37.00,15.48,0.03,8.81,0.00,12.68,9.00,1.00,2918.00,1426.00,3.00,322.00,0.00,1167.00,
2013,1,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",855.00,120.00,57.82,8.40,18.85,0.00,34.93,14.00,3.00,5735.00,2820.00,487.00,582.00,0.00,1846.00,
2013,1,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",62.00,4.00,2.90,0.00,1.10,0.00,0.00,0.00,0.00,109.00,77.00,0.00,32.00,0.00,0.00,
2013,1,"B6","JetBlue Airways","BOS","Boston, MA: Logan International",2803.00,493.00,154.93,5.07,91.62,0.16,241.22,9.00,4.00,26942.00,9496.00,324.00,3206.00,3.00,13913.00,
2013,1,"DL","Delta Air Lines Inc.","BOS","Boston, MA: Logan International",734.00,59.00,26.89,3.74,14.77,0.00,13.59,1.00,0.00,3152.00,1420.00,229.00,554.00,0.00,949.00,
2013,1,"EV","ExpressJet Airlines Inc.","BOS","Boston, MA: Logan International",202.00,26.00,9.02,0.95,5.26,0.00,10.78,9.00,0.00,1863.00,614.00,71.00,182.00,0.00,996.00,
2013,1,"FL","AirTran Airways Corporation","BOS","Boston, MA: Logan International",258.00,16.00,3.87,0.00,8.04,0.00,4.08,1.00,0.00,813.00,274.00,0.00,245.00,0.00,294.00,
2013,1,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",912.00,115.00,40.92,9.90,21.94,0.00,42.25,1.00,3.00,6507.00,2236.00,714.00,1029.00,0.00,2528.00,
2013,1,"US","US Airways Inc.","BOS","Boston, MA: Logan International",1447.00,178.00,48.40,3.61,59.26,1.30,65.43,36.00,1.00,7627.00,2336.00,196.00,2115.00,93.00,2887.00,
2013,1,"VX","Virgin America","BOS","Boston, MA: Logan International",111.00,3.00,1.20,1.00,0.80,0.00,0.00,0.00,0.00,56.00,22.00,22.00,12.00,0.00,0.00,
2013,1,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",549.00,83.00,33.85,1.87,11.50,0.00,35.78,1.00,1.00,4366.00,1630.00,220.00,324.00,0.00,2192.00,
2013,2,"9E","Pinnacle Airlines Inc.","BOS","Boston, MA: Logan International",216.00,38.00,11.51,0.00,13.49,0.00,13.00,13.00,0.00,1851.00,677.00,0.00,550.00,0.00,624.00,
2013,2,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",788.00,132.00,54.40,15.05,21.91,0.00,40.64,54.00,4.00,6630.00,2612.00,727.00,781.00,0.00,2510.00,
2013,2,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",56.00,4.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,76.00,0.00,0.00,76.00,0.00,0.00,
2013,2,"B6","JetBlue Airways","BOS","Boston, MA: Logan International",2656.00,611.00,154.16,6.92,151.16,0.11,298.65,155.00,9.00,36487.00,9333.00,728.00,6366.00,3.00,20057.00,
2013,2,"DL","Delta Air Lines Inc.","BOS","Boston, MA: Logan International",661.00,98.00,31.81,2.31,47.42,0.00,16.46,34.00,2.00,4432.00,1677.00,147.00,1796.00,0.00,812.00,
2013,2,"EV","ExpressJet Airlines Inc.","BOS","Boston, MA: Logan International",183.00,22.00,7.71,1.01,3.71,0.00,9.56,12.00,0.00,1973.00,1054.00,44.00,273.00,0.00,602.00,
2013,2,"FL","AirTran Airways Corporation","BOS","Boston, MA: Logan International",237.00,33.00,4.78,0.65,16.46,0.00,11.10,17.00,1.00,1472.00,155.00,104.00,798.00,0.00,415.00,
2013,2,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",833.00,154.00,51.45,9.48,55.49,0.00,37.57,53.00,1.00,6719.00,2072.00,424.00,2243.00,0.00,1980.00,
2013,2,"US","US Airways Inc.","BOS","Boston, MA: Logan International",1430.00,204.00,51.24,2.26,78.01,0.00,72.50,92.00,2.00,8830.00,2221.00,228.00,2755.00,0.00,3626.00,
2013,2,"VX","Virgin America","BOS","Boston, MA: Logan International",102.00,9.00,1.52,3.75,3.73,0.00,0.00,6.00,0.00,607.00,68.00,75.00,464.00,0.00,0.00,
2013,2,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",552.00,108.00,34.48,10.64,25.13,0.00,37.75,39.00,1.00,5695.00,1805.00,767.00,946.00,0.00,2177.00,
2013,3,"9E","Pinnacle Airlines Inc.","BOS","Boston, MA: Logan International",235.00,34.00,5.10,0.00,25.35,1.00,2.54,24.00,0.00,1638.00,267.00,0.00,1231.00,51.00,89.00,
2013,3,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",900.00,176.00,55.45,9.90,70.88,0.59,39.18,15.00,1.00,8906.00,2460.00,631.00,3261.00,13.00,2541.00,
2013,3,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",65.00,8.00,2.56,0.50,3.44,0.00,1.50,0.00,0.00,270.00,164.00,8.00,68.00,0.00,30.00,
2013,3,"B6","JetBlue Airways","BOS","Boston, MA: Logan International",3251.00,879.00,175.84,5.11,271.52,0.10,426.42,37.00,5.00,63839.00,12110.00,515.00,14988.00,10.00,36216.00,
2013,3,"DL","Delta Air Lines Inc.","BOS","Boston, MA: Logan International",826.00,160.00,59.61,1.35,66.52,0.00,32.53,7.00,1.00,8091.00,3155.00,199.00,2604.00,0.00,2133.00,
2013,3,"EV","ExpressJet Airlines Inc.","BOS","Boston, MA: Logan International",288.00,51.00,17.52,0.11,22.83,0.00,10.54,14.00,1.00,2563.00,1206.00,5.00,776.00,0.00,576.00,
2013,3,"FL","AirTran Airways Corporation","BOS","Boston, MA: Logan International",280.00,68.00,14.64,0.80,28.31,0.00,24.25,5.00,1.00,4330.00,676.00,174.00,1681.00,0.00,1799.00,
2013,3,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",961.00,209.00,67.77,7.15,83.45,0.00,50.62,14.00,1.00,12407.00,4000.00,335.00,4578.00,0.00,3494.00,
2013,3,"US","US Airways Inc.","BOS","Boston, MA: Logan International",1593.00,333.00,60.61,3.55,155.46,1.05,112.32,85.00,1.00,15731.00,2870.00,184.00,6547.00,44.00,6086.00,
2013,3,"VX","Virgin America","BOS","Boston, MA: Logan International",131.00,22.00,5.89,5.08,6.40,0.00,4.63,0.00,0.00,840.00,169.00,119.00,342.00,0.00,210.00,
2013,3,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",665.00,149.00,47.53,9.13,42.22,0.00,50.12,17.00,1.00,8609.00,2182.00,798.00,2032.00,0.00,3597.00,
2013,4,"9E","Pinnacle Airlines Inc.","BOS","Boston, MA: Logan International",225.00,40.00,15.72,0.00,10.26,0.00,14.03,6.00,0.00,2511.00,986.00,0.00,480.00,0.00,1045.00,
2013,4,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",963.00,198.00,60.50,9.71,67.41,0.00,60.38,23.00,1.00,13684.00,4048.00,970.00,3307.00,0.00,5359.00,
2013,4,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",113.00,16.00,5.43,0.00,10.03,0.00,0.54,0.00,0.00,517.00,141.00,0.00,363.00,0.00,13.00,
2013,4,"B6","JetBlue Airways","BOS","Boston, MA: Logan International",3194.00,723.00,162.33,7.44,178.41,1.44,373.38,24.00,3.00,44958.00,10342.00,629.00,9063.00,64.00,24860.00,
2013,4,"DL","Delta Air Lines Inc.","BOS","Boston, MA: Logan International",822.00,111.00,38.22,2.00,47.67,0.00,23.11,1.00,0.00,6023.00,2569.00,83.00,1904.00,0.00,1467.00,
2013,4,"EV","ExpressJet Airlines Inc.","BOS","Boston, MA: Logan International",292.00,29.00,12.96,0.00,9.69,0.00,6.35,2.00,0.00,1605.00,487.00,0.00,684.00,0.00,434.00,
2013,4,"FL","AirTran Airways Corporation","BOS","Boston, MA: Logan International",369.00,65.00,19.64,1.00,21.85,0.00,22.51,4.00,0.00,3477.00,812.00,31.00,875.00,0.00,1759.00,
2013,4,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",991.00,226.00,80.22,6.24,65.51,0.98,73.05,4.00,1.00,14729.00,4146.00,929.00,3200.00,27.00,6427.00,
2013,4,"US","US Airways Inc.","BOS","Boston, MA: Logan International",1584.00,254.00,56.48,1.73,110.25,0.00,85.54,25.00,1.00,12248.00,2815.00,122.00,5002.00,0.00,4309.00,
2013,4,"VX","Virgin America","BOS","Boston, MA: Logan International",130.00,25.00,11.89,3.40,5.72,0.00,3.99,0.00,0.00,1053.00,452.00,131.00,288.00,0.00,182.00,
2013,4,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",635.00,122.00,35.28,2.83,27.31,0.00,56.58,3.00,0.00,6228.00,1716.00,178.00,1145.00,0.00,3189.00,
2013,5,"9E","Pinnacle Airlines Inc.","BOS","Boston, MA: Logan International",231.00,55.00,22.16,0.00,11.18,0.00,21.67,9.00,1.00,4243.00,2122.00,0.00,583.00,0.00,1538.00,
2013,5,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",995.00,264.00,62.69,5.08,129.75,0.00,66.48,6.00,1.00,14318.00,2710.00,339.00,5135.00,0.00,6134.00,
2013,5,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",124.00,32.00,4.49,0.42,25.69,0.00,1.41,0.00,0.00,1052.00,162.00,22.00,801.00,0.00,67.00,
2013,5,"B6","JetBlue Airways","BOS","Boston, MA: Logan International",3256.00,594.00,128.71,11.62,248.46,1.07,204.15,9.00,3.00,35635.00,8631.00,714.00,11056.00,67.00,15167.00,
2013,5,"DL","Delta Air Lines Inc.","BOS","Boston, MA: Logan International",864.00,141.00,54.22,3.13,64.62,0.00,19.03,0.00,1.00,7514.00,3057.00,193.00,2969.00,0.00,1295.00,
2013,5,"EV","ExpressJet Airlines Inc.","BOS","Boston, MA: Logan International",212.00,26.00,7.97,0.00,8.45,0.00,9.58,4.00,1.00,1869.00,706.00,0.00,607.00,0.00,556.00,
2013,5,"FL","AirTran Airways Corporation","BOS","Boston, MA: Logan International",453.00,87.00,24.55,0.81,37.78,0.00,23.86,2.00,2.00,4786.00,1175.00,28.00,1800.00,0.00,1783.00,
2013,5,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",1060.00,284.00,82.93,4.75,122.42,1.15,72.75,5.00,0.00,17219.00,5084.00,285.00,4987.00,43.00,6820.00,
2013,5,"US","US Airways Inc.","BOS","Boston, MA: Logan International",1599.00,294.00,53.85,3.43,154.25,0.27,82.21,23.00,0.00,12948.00,1820.00,198.00,7058.00,16.00,3856.00,
2013,5,"VX","Virgin America","BOS","Boston, MA: Logan International",145.00,49.00,10.50,18.18,9.79,1.00,9.54,0.00,0.00,2008.00,471.00,545.00,281.00,16.00,695.00,
2013,5,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",641.00,183.00,56.72,5.48,49.54,0.00,71.26,0.00,0.00,8838.00,2321.00,519.00,1946.00,0.00,4052.00,
2013,6,"9E","Pinnacle Airlines Inc.","BOS","Boston, MA: Logan International",180.00,61.00,21.27,1.00,9.21,0.00,29.52,10.00,1.00,4603.00,1279.00,146.00,528.00,0.00,2650.00,
2013,6,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",1007.00,317.00,62.44,18.75,121.13,0.00,114.68,7.00,2.00,19263.00,3360.00,1596.00,6397.00,0.00,7910.00,
2013,6,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",142.00,19.00,5.09,0.00,12.65,0.00,1.26,0.00,1.00,812.00,164.00,0.00,581.00,0.00,67.00,
2013,6,"B6","JetBlue Airways","BOS","Boston, MA: Logan International",3283.00,895.00,172.27,19.59,281.44,0.14,421.56,15.00,8.00,64551.00,13057.00,1610.00,16458.00,5.00,33421.00,
2013,6,"DL","Delta Air Lines Inc.","BOS","Boston, MA: Logan International",959.00,240.00,87.90,9.79,89.18,1.00,52.13,1.00,0.00,16449.00,6761.00,903.00,5083.00,22.00,3680.00,
2013,6,"EV","ExpressJet Airlines Inc.","BOS","Boston, MA: Logan International",214.00,35.00,9.47,1.18,11.57,0.00,12.78,7.00,2.00,2405.00,597.00,256.00,497.00,0.00,1055.00,
2013,6,"FL","AirTran Airways Corporation","BOS","Boston, MA: Logan International",381.00,126.00,31.38,1.61,33.31,0.00,59.70,7.00,2.00,7399.00,1061.00,138.00,1842.00,0.00,4358.00,
2013,6,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",1152.00,369.00,120.45,10.22,114.94,0.03,123.37,12.00,0.00,26473.00,7240.00,1162.00,6719.00,3.00,11349.00,
2013,6,"US","US Airways Inc.","BOS","Boston, MA: Logan International",1526.00,372.00,77.08,14.35,160.99,0.00,119.58,56.00,1.00,22346.00,4472.00,1115.00,7952.00,0.00,8807.00,
2013,6,"VX","Virgin America","BOS","Boston, MA: Logan International",174.00,55.00,16.75,5.75,14.16,0.00,18.33,0.00,0.00,2781.00,625.00,125.00,709.00,0.00,1322.00,
2013,6,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",732.00,259.00,73.63,13.70,63.19,0.98,107.50,3.00,0.00,15191.00,4166.00,860.00,3089.00,65.00,7011.00,
2013,7,"9E","Pinnacle Airlines Inc.","BOS","Boston, MA: Logan International",164.00,45.00,10.72,0.00,10.73,0.00,23.54,11.00,0.00,3084.00,902.00,0.00,381.00,0.00,1801.00,
2013,7,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",1063.00,328.00,79.58,10.71,128.60,0.00,109.10,12.00,4.00,17674.00,4163.00,577.00,6019.00,0.00,6915.00,
2013,7,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",155.00,32.00,7.35,0.00,24.65,0.00,0.00,0.00,1.00,1146.00,436.00,0.00,710.00,0.00,0.00,
2013,7,"B6","JetBlue Airways","BOS","Boston, MA: Logan International",3489.00,1108.00,215.87,19.28,293.11,3.51,576.22,27.00,3.00,73733.00,14072.00,1441.00,14711.00,133.00,43376.00,
2013,7,"DL","Delta Air Lines Inc.","BOS","Boston, MA: Logan International",1015.00,247.00,81.03,10.51,90.97,0.00,64.49,8.00,3.00,15635.00,6670.00,619.00,4411.00,0.00,3935.00,
2013,7,"EV","ExpressJet Airlines Inc.","BOS","Boston, MA: Logan International",169.00,29.00,5.38,0.24,11.15,0.00,12.24,6.00,0.00,2195.00,478.00,36.00,795.00,0.00,886.00,
2013,7,"FL","AirTran Airways Corporation","BOS","Boston, MA: Logan International",395.00,127.00,27.94,5.96,36.88,0.00,56.23,7.00,0.00,7573.00,1189.00,639.00,2054.00,0.00,3691.00,
2013,7,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",1214.00,360.00,97.27,8.93,136.99,0.00,116.82,11.00,4.00,24084.00,5938.00,781.00,7766.00,0.00,9599.00,
2013,7,"US","US Airways Inc.","BOS","Boston, MA: Logan International",1569.00,422.00,102.94,8.74,179.44,1.04,129.83,59.00,0.00,22620.00,5067.00,493.00,8526.00,43.00,8491.00,
2013,7,"VX","Virgin America","BOS","Boston, MA: Logan International",196.00,66.00,19.14,14.37,13.34,0.00,19.15,1.00,1.00,3312.00,850.00,409.00,525.00,0.00,1528.00,
2013,7,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",759.00,264.00,74.29,15.20,64.37,0.00,110.13,4.00,3.00,14039.00,4077.00,1127.00,3022.00,0.00,5813.00,
2013,7,"YV","Mesa Airlines Inc.","BOS","Boston, MA: Logan International",103.00,17.00,3.99,0.00,5.73,0.00,7.28,4.00,1.00,912.00,230.00,0.00,143.00,0.00,539.00,
2013,8,"9E","Endeavor Air Inc.","BOS","Boston, MA: Logan International",180.00,24.00,6.48,0.08,8.59,0.00,8.84,5.00,0.00,1326.00,350.00,6.00,345.00,0.00,625.00,
2013,8,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",1054.00,251.00,63.11,5.06,105.78,0.00,77.05,3.00,1.00,13734.00,3752.00,275.00,4876.00,0.00,4831.00,
2013,8,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",147.00,18.00,4.82,0.00,10.18,0.00,3.00,0.00,0.00,538.00,143.00,0.00,259.00,0.00,136.00,
2013,8,"B6","JetBlue Airways","BOS","Boston, MA: Logan International",3529.00,889.00,175.15,7.16,249.47,4.60,452.63,8.00,5.00,54459.00,11810.00,369.00,11889.00,108.00,30283.00,
2013,8,"DL","Delta Air Lines Inc.","BOS","Boston, MA: Logan International",1038.00,160.00,62.05,3.82,63.68,0.00,30.46,1.00,1.00,7696.00,2937.00,269.00,2714.00,0.00,1776.00,
2013,8,"EV","ExpressJet Airlines Inc.","BOS","Boston, MA: Logan International",210.00,30.00,9.44,0.00,6.61,0.00,13.95,4.00,0.00,2072.00,814.00,0.00,413.00,0.00,845.00,
2013,8,"FL","AirTran Airways Corporation","BOS","Boston, MA: Logan International",382.00,81.00,22.72,1.87,31.79,0.00,24.61,3.00,0.00,4163.00,810.00,196.00,1726.00,0.00,1431.00,
2013,8,"OO","SkyWest Airlines Inc.","BOS","Boston, MA: Logan International",15.00,5.00,0.98,0.00,3.74,0.00,0.28,0.00,0.00,251.00,51.00,0.00,194.00,0.00,6.00,
2013,8,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",1226.00,240.00,77.68,6.85,66.75,0.00,88.72,3.00,1.00,14078.00,4646.00,458.00,3819.00,0.00,5155.00,
2013,8,"US","US Airways Inc.","BOS","Boston, MA: Logan International",1590.00,274.00,59.04,3.11,137.59,0.57,73.69,25.00,0.00,12541.00,3017.00,265.00,5567.00,20.00,3672.00,
2013,8,"VX","Virgin America","BOS","Boston, MA: Logan International",171.00,36.00,12.74,3.41,12.32,0.00,7.53,0.00,1.00,1763.00,488.00,76.00,493.00,0.00,706.00,
2013,8,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",728.00,243.00,84.34,6.34,47.25,0.12,104.96,1.00,0.00,10925.00,3503.00,542.00,2187.00,3.00,4690.00,
2013,8,"YV","Mesa Airlines Inc.","BOS","Boston, MA: Logan International",122.00,27.00,9.30,0.00,3.09,0.00,14.62,2.00,0.00,1667.00,389.00,0.00,141.00,0.00,1137.00,
2013,9,"9E","Endeavor Air Inc.","BOS","Boston, MA: Logan International",134.00,22.00,9.93,0.00,8.48,0.00,3.59,2.00,0.00,1279.00,600.00,0.00,292.00,0.00,387.00,
2013,9,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",964.00,205.00,68.41,10.89,80.11,0.00,45.60,7.00,0.00,9711.00,2846.00,796.00,3355.00,0.00,2714.00,
2013,9,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",120.00,15.00,5.14,0.00,8.31,0.00,1.55,0.00,0.00,747.00,371.00,0.00,338.00,0.00,38.00,
2013,9,"B6","JetBlue Airways","BOS","Boston, MA: Logan International",3024.00,457.00,110.02,5.68,174.35,1.16,165.79,9.00,4.00,28543.00,8043.00,444.00,7514.00,115.00,12427.00,
2013,9,"DL","Delta Air Lines Inc.","BOS","Boston, MA: Logan International",934.00,104.00,43.74,0.81,38.66,0.00,20.79,1.00,0.00,4849.00,2484.00,13.00,1102.00,0.00,1250.00,
2013,9,"EV","ExpressJet Airlines Inc.","BOS","Boston, MA: Logan International",197.00,18.00,6.12,0.00,2.15,0.00,9.73,7.00,0.00,1015.00,287.00,0.00,151.00,0.00,577.00,
2013,9,"FL","AirTran Airways Corporation","BOS","Boston, MA: Logan International",307.00,44.00,17.86,0.34,17.10,0.00,8.70,4.00,0.00,1672.00,628.00,22.00,706.00,0.00,316.00,
2013,9,"OO","SkyWest Airlines Inc.","BOS","Boston, MA: Logan International",64.00,8.00,3.63,0.00,1.50,0.00,2.87,1.00,0.00,547.00,340.00,0.00,65.00,0.00,142.00,
2013,9,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",1099.00,178.00,54.79,7.96,68.62,1.85,44.78,3.00,2.00,10286.00,2936.00,745.00,3249.00,73.00,3283.00,
2013,9,"US","US Airways Inc.","BOS","Boston, MA: Logan International",1535.00,182.00,51.85,0.45,77.53,0.00,52.17,36.00,1.00,9846.00,2808.00,53.00,3531.00,0.00,3454.00,
2013,9,"VX","Virgin America","BOS","Boston, MA: Logan International",131.00,20.00,6.27,4.41,5.35,0.00,3.97,0.00,0.00,858.00,171.00,180.00,313.00,0.00,194.00,
2013,9,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",685.00,168.00,53.65,4.71,42.03,0.89,66.73,2.00,1.00,8734.00,2278.00,394.00,2285.00,55.00,3722.00,
2013,9,"YV","Mesa Airlines Inc.","BOS","Boston, MA: Logan International",96.00,13.00,5.68,0.97,1.76,0.00,4.59,1.00,1.00,975.00,365.00,35.00,161.00,0.00,414.00,
2013,10,"9E","Endeavor Air Inc.","BOS","Boston, MA: Logan International",190.00,12.00,5.15,0.31,4.06,0.00,2.48,0.00,0.00,642.00,330.00,26.00,167.00,0.00,119.00,
2013,10,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",1003.00,147.00,63.96,4.25,37.61,0.00,41.18,0.00,1.00,5914.00,2797.00,308.00,1165.00,0.00,1644.00,
2013,10,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",124.00,7.00,1.33,0.00,5.67,0.00,0.00,0.00,0.00,189.00,39.00,0.00,150.00,0.00,0.00,
2013,10,"B6","JetBlue Airways","BOS","Boston, MA: Logan International",3214.00,350.00,83.92,1.61,118.31,0.00,146.16,6.00,1.00,18463.00,5317.00,59.00,3846.00,0.00,9241.00,
2013,10,"DL","Delta Air Lines Inc.","BOS","Boston, MA: Logan International",965.00,85.00,38.77,0.71,25.99,0.00,19.53,1.00,1.00,3107.00,1671.00,24.00,710.00,0.00,702.00,
2013,10,"EV","ExpressJet Airlines Inc.","BOS","Boston, MA: Logan International",108.00,11.00,4.27,0.00,4.32,0.00,2.41,0.00,0.00,698.00,311.00,0.00,202.00,0.00,185.00,
2013,10,"FL","AirTran Airways Corporation","BOS","Boston, MA: Logan International",308.00,37.00,18.97,0.00,9.36,0.00,8.67,0.00,1.00,1432.00,719.00,0.00,231.00,0.00,482.00,
2013,10,"OO","SkyWest Airlines Inc.","BOS","Boston, MA: Logan International",76.00,11.00,3.60,0.00,2.76,0.00,4.64,0.00,0.00,626.00,236.00,0.00,77.00,0.00,313.00,
2013,10,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",1191.00,171.00,64.63,0.71,46.69,0.17,58.79,0.00,0.00,8790.00,2994.00,51.00,1541.00,16.00,4188.00,
2013,10,"US","US Airways Inc.","BOS","Boston, MA: Logan International",1641.00,177.00,51.25,0.20,68.82,0.29,56.44,23.00,0.00,7981.00,2382.00,14.00,2193.00,15.00,3377.00,
2013,10,"VX","Virgin America","BOS","Boston, MA: Logan International",128.00,18.00,6.17,1.28,4.80,0.00,5.75,0.00,0.00,938.00,167.00,30.00,95.00,0.00,646.00,
2013,10,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",727.00,116.00,40.74,5.16,16.52,0.52,53.06,1.00,2.00,4803.00,1730.00,244.00,620.00,16.00,2193.00,
2013,10,"YV","Mesa Airlines Inc.","BOS","Boston, MA: Logan International",27.00,6.00,2.81,0.00,1.44,0.00,1.76,0.00,0.00,450.00,308.00,0.00,54.00,0.00,88.00,
2013,11,"9E","Endeavor Air Inc.","BOS","Boston, MA: Logan International",200.00,29.00,10.27,0.00,14.43,0.00,4.30,1.00,0.00,1283.00,413.00,0.00,614.00,0.00,256.00,
2013,11,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",921.00,106.00,48.60,7.00,14.91,1.75,33.75,7.00,2.00,4803.00,2481.00,221.00,502.00,102.00,1497.00,
2013,11,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",113.00,4.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,206.00,133.00,0.00,73.00,0.00,0.00,
2013,11,"B6","JetBlue Airways","BOS","Boston, MA: Logan International",3159.00,355.00,108.53,1.00,81.30,1.39,162.78,13.00,4.00,17393.00,6163.00,27.00,2343.00,42.00,8818.00,
2013,11,"DL","Delta Air Lines Inc.","BOS","Boston, MA: Logan International",824.00,74.00,35.04,2.16,18.10,0.00,18.69,0.00,0.00,3326.00,1719.00,67.00,659.00,0.00,881.00,
2013,11,"EV","ExpressJet Airlines Inc.","BOS","Boston, MA: Logan International",180.00,17.00,5.40,1.20,4.58,0.00,5.82,2.00,1.00,1111.00,325.00,82.00,227.00,0.00,477.00,
2013,11,"FL","AirTran Airways Corporation","BOS","Boston, MA: Logan International",312.00,49.00,20.24,0.00,9.55,0.00,19.21,0.00,0.00,2366.00,743.00,0.00,391.00,0.00,1232.00,
